P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5)
0.010129189139444009,0.010129160734555033,0.010129216027601296,0.01012903302429634,0.9594834010741033
0.00700243725020282,0.007002436057417497,0.0070024540096268835,0.007002447570158422,0.9719902251125944
0.006856393946241968,0.006856522582619702,0.006856551213695512,0.006856478553921058,0.9725740537035218
0.007769971220305722,0.007769973007546836,0.007769979016634484,0.0077699316904601455,0.9689201450650529
0.008460458421756814,0.008460192796340965,0.008460518302299888,0.008460493397153535,0.9661583370824488
0.007441065832909882,0.007440982450077615,0.007441317849993098,0.007441030451796206,0.9702356034152232
0.010138537782132914,0.010138656499417375,0.010138572550541021,0.010138747882686159,0.9594454852852226
0.0075749391212892305,0.007574965410096822,0.007575004388774163,0.007574799021887618,0.9697002920579522
0.008914759622180758,0.008914694150726427,0.00891480977477881,0.008914881092754361,0.9643408553595596
0.010786829505945516,0.01078704495340072,0.010786774444893088,0.010786960343295572,0.9568523907524651
0.007401348840918645,0.007401416957786764,0.007401319568051338,0.007401491089279195,0.9703944235439641
0.00953398669338992,0.009534128236832529,0.009533916121459225,0.009533862891368858,0.9618641060569495
0.008092486924288158,0.008092496353478551,0.00809248563920441,0.008092578157924468,0.9676299529251045
0.007357713699824074,0.007357604873158867,0.0073576749813952435,0.007357706181621054,0.9705693002640008
0.008562898278241889,0.008562889596304508,0.008563059207285352,0.008562739733693705,0.9657484131844746
0.007991495050368159,0.007991650041603938,0.007991612216948767,0.00799163637241677,0.9680336063186623
0.008568571564561003,0.008568506153774634,0.008568498885082489,0.008568418622897646,0.9657260047736842
0.007725726239082277,0.007725767566662664,0.00772565871796866,0.007725742638934715,0.9690971048373517
0.007102970466300096,0.007102922389521497,0.007102924358778036,0.007103106415753096,0.9715880763696473
0.01017316058973745,0.010173204237566343,0.010173121038542886,0.010173276866954744,0.9593072372671986
0.007536007483476663,0.007536048515194257,0.007536014147525567,0.007536076358199753,0.9698558534956038
0.010166996852843713,0.010166849664484228,0.010166937489487953,0.010166946317555737,0.9593322696756283
0.010218357518355575,0.01021851478784432,0.010218452219825034,0.010218611458860665,0.9591260640151144
0.007762224446136252,0.007762455574291474,0.007762358171779687,0.007762323910299664,0.9689506378974929
0.009202893544932714,0.00920284322505232,0.00920278870801861,0.009203034667749034,0.9631884398542473
0.009489522636809801,0.00948953264283738,0.00948951194725607,0.009489589016844165,0.9620418437562526
0.2,0.2,0.2,0.2,0.2
0.009115157646105746,0.009115144112582579,0.0091153270908609,0.009115227733466985,0.9635391434169838
0.008542837708118027,0.008542820596990826,0.008542784867737163,0.008542892943938162,0.9658286638832159
0.00912346042497046,0.009123286898086098,0.009123446324872938,0.009123468942343588,0.963506337409727
0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2
0.009173401125256582,0.009173638190860438,0.009173412614348175,0.009173308613040172,0.9633062394564947
0.2,0.2,0.2,0.2,0.2
0.0105902734012636,0.010590446217548434,0.010590696012191429,0.01059063658076964,0.9576379477882269
0.0072653135295539465,0.007265080298696752,0.007265267298976138,0.0072651988723634485,0.9709391400004097
0.010416058719578456,0.01041611248391984,0.010416175366098089,0.010416256269170107,0.9583353971612335
0.00817743820460364,0.008177567798053403,0.008177438814742038,0.008177514428586202,0.9672900407540147
0.008602614262648448,0.008602749639939622,0.008602517856113049,0.008602895497061988,0.9655892227442369
0.2,0.2,0.2,0.2,0.2
0.008804812396681405,0.008804859003625733,0.008804952933398228,0.008804869770622047,0.9647805058956725
0.2,0.2,0.2,0.2,0.2
0.007048033263117808,0.007048048053173228,0.007048051420612026,0.007048058469475179,0.9718078087936217
0.007640965537986039,0.007640794687498336,0.007640758992696944,0.007640744449035324,0.9694367363327833
0.009487016970350978,0.009486948045630817,0.00948719614300276,0.009487052687901386,0.9620517861531139
0.010692137732594599,0.010692034651090374,0.01069219989575578,0.010692082624721707,0.9572315450958375
0.008616654432804263,0.008616713899347362,0.008616781942962845,0.008616758956140154,0.9655330907687453
0.008766208841546969,0.008766329922902293,0.008766181592435168,0.008766241595962202,0.9649350380471534
0.011391378898879872,0.011391273427322386,0.011391408532041108,0.0113914349545015,0.9544345041872552
0.007293351650359724,0.007293475677800218,0.007293254735564257,0.007293359670023449,0.9708265582662524
0.008081477507094481,0.008081471692467753,0.008081477818434516,0.008081579828347526,0.9676739931536558
0.008727521784026011,0.008727567843119725,0.008727657707917785,0.00872757895197315,0.9650896737129633
0.008469372790941286,0.0084695078714123,0.008469484124350606,0.00846965697654837,0.9661219782367474
0.008770057287507389,0.00877006627540787,0.008770122042182566,0.008770064371765187,0.9649196900231369
0.008924761275772556,0.008924682947174686,0.008924643966834133,0.008924781640494931,0.9643011301697237
0.011337021296293397,0.011337124591299319,0.011337054113404613,0.011337341479666694,0.954651458519336
0.008679934870267596,0.008679953306238962,0.00868002592185529,0.008679861073175334,0.9652802248284628
0.009968877794467645,0.00996892624980679,0.00996876802511803,0.009969164330471316,0.9601242636001361
0.009593661699857942,0.00959370010683947,0.009593700505425379,0.009593666087655618,0.9616252716002216
0.007273639041935396,0.0072737507468817525,0.007273646864646265,0.007273644053565809,0.9709053192929709
0.008589670652506681,0.008589649307928137,0.008589623164306264,0.00858980403140185,0.965641252843857
0.0095611058148715,0.00956105068090047,0.009561088261897594,0.00956116346445708,0.9617555917778733
0.007756575733231052,0.007756352868562166,0.007756532946153372,0.007756375983739956,0.9689741624683135
0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2
0.007989690705324971,0.00798957670617204,0.007989759869565623,0.007989765461384208,0.9680412072575532
0.2,0.2,0.2,0.2,0.2
0.008019072717001618,0.008019116242848606,0.008019140327114637,0.008019078049277801,0.9679235926637573
0.015616172044892945,0.015616009128730287,0.01561611764676698,0.015615990418976291,0.9375357107606335
0.010898256422605338,0.010898329824618844,0.010898524343013473,0.010898407147777664,0.9564064822619847
0.2,0.2,0.2,0.2,0.2
0.01170446998526496,0.011704359277480801,0.011704434635442133,0.011704402667825057,0.9531823334339871
